3700,4/29/2025 5:42:08,alien,0.95,0,24,8,8
3800,4/29/2025 5:42:08,alien,0.95,0,24,8,8
4000,4/29/2025 5:42:08,alien,0.5,16,72,8,8
4100,4/29/2025 5:42:08,alien,0.5,16,72,8,8
4300,4/29/2025 5:42:09,alien,0.73,80,8,8,8
4400,4/29/2025 5:42:09,alien,0.73,80,8,8,8
